comment_text,cleaned_comment,Label
WHY 48 HRS….WHY NOT NOW!!!!??????,why 48 hrswhy not now!!!!??????,
WHAT YOU WANT NUKE IRAN THEN NORTH KOREA RUSSIA CHINA NUKES USA STUPID SATAN FOOLS,what you want nuke iran then north korea russia china nukes usa stupid satan fools,
Price of poker just went up,price of poker just went up,
"Great idea this can't possibly backfire.  It's not ,Ike Iran does reciprocal attacks",great idea this cant possibly backfire  its not ike iran does reciprocal attacks,
"The Beginning of the War that happen now, is start from warn notice like this too.. World now, this Mr Trump warn notice is not Joking ...",the beginning of the war that happen now is start from warn notice like this too world now this mr trump warn notice is not joking,
He feels it in his bone spurs 😂😂😂,he feels it in his bone spurs,
Nice work. Fox News Mockingbirds.,nice work fox news mockingbirds,
Trump is losing!,trump is losing!,
"If this wasn't so tragic it'd make an hilarious movie...........The bulbous, wanna be Dictator, running around his new ballroom ( Lit only by candles) in his nappy, threatening anything that moves and having tantum after tantrum . His cult followers outside, in a frenzy of excitement, trying to guess what their leader will do next. Putin and Xi having a quiet chuckle over a pint and the rest of the world just scratching it's head in total disbelief and bewilderment.",if this wasnt so tragic itd make an hilarious moviethe bulbous wanna be dictator running around his new ballroom  lit only by candles in his nappy threatening anything that moves and having tantum after tantrum  his cult followers outside in a frenzy of excitement trying to guess what their leader will do next putin and xi having a quiet chuckle over a pint and the rest of the world just scratching its head in total disbelief and bewilderment,
Iran may have lost the war but they are winning the social media propaganda campaign. Just look at the comments.,iran may have lost the war but they are winning the social media propaganda campaign just look at the comments,
You might as well just take out every piece of energy infrastructure they have if they are gonna use energy as a weapon.,you might as well just take out every piece of energy infrastructure they have if they are gonna use energy as a weapon,
What a goof your president is. He has no idea what he's doing and Iran knows it.,what a goof your president is he has no idea what hes doing and iran knows it,
What happens 👀,what happens,
Sounds bout winning,sounds bout winning,
"Is this a joke? This threat's never going to work. If Trump tries to blow their power plants, they're going to take out all the refineries and oil fields in the middle East and there won't be any oil to go through the straits. They've got Trump by the balls and there is nothing he can do about it",is this a joke? this threats never going to work if trump tries to blow their power plants theyre going to take out all the refineries and oil fields in the middle east and there wont be any oil to go through the straits theyve got trump by the balls and there is nothing he can do about it,
Donald Trump is such a weak coward,donald trump is such a weak coward,
When he hits Iran will back around the golf again.,when he hits iran will back around the golf again,
"Trump needs to stop talking , he looks stupidier and stupidier every time he opens his mouth....... Does he still thinks the US is a world power 😂😂😂😂😂😂",trump needs to stop talking  he looks stupidier and stupidier every time he opens his mouth does he still thinks the us is a world power,
"This administration is actively processing intelligence and developing war strategy that will keep our troops safe.  Trump is working tirelessly in this effort.  I was so relieved to hear that he is taking a few minutes of personal time to let us know that his rare golden sneakers are at auction for $180,000 in where else?? Riyadh, Saudi Arabia",this administration is actively processing intelligence and developing war strategy that will keep our troops safe  trump is working tirelessly in this effort  i was so relieved to hear that he is taking a few minutes of personal time to let us know that his rare golden sneakers are at auction for 180000 in where else?? riyadh saudi arabia,
"Resign,  for all humanity,  resign.",resign  for all humanity  resign,
Then iran will atk energy infrastructure?? What is he thinking about,then iran will atk energy infrastructure?? what is he thinking about,
"This is a W.A.R Crime !!!!!!....WHERE is NATO, EU, UN with their SANCTIONS against AMERICA and ISRAEL !!!!!!!!!!!! D.igusting !!!!! 😠😠😠😠😠😠 NO wonder the world supports CHINA and RUSSIA...!!!",this is a war crime !!!!!!where is nato eu un with their sanctions against america and israel !!!!!!!!!!!! digusting !!!!!  no wonder the world supports china and russia!!!,
Bla bla bla bla,bla bla bla bla,
Donald shouldn’t start the war he can’t finish. And like Lindsey Graham stated Donald Trump did this to make them rich.,donald shouldnt start the war he cant finish and like lindsey graham stated donald trump did this to make them rich,
Iran will never listen to trunk 😂,iran will never listen to trunk,
"God willing, we'll wait 24 hours and see what happens. Will he wake up, or is he still dead?",god willing well wait 24 hours and see what happens will he wake up or is he still dead?,
Trump doesn't play.. 46 hours left.. tik Tok!!😅😅😅😅,trump doesnt play 46 hours left tik tok!!,
Hells yeah,hells yeah,
"Trump is completely crazy!!! Wait for Iran´s response then. Americans don´t have any idea of what is coming!!! How can Americans be sooooo ignorant and arrogant???? Congrats, you are now more hated than Israel around the world!",trump is completely crazy!!! wait for irans response then americans dont have any idea of what is coming!!! how can americans be sooooo ignorant and arrogant???? congrats you are now more hated than israel around the world!,
"Hey Fox viewers, your beloved clown president is doing his best to start WW3. Have fun on the front lines.",hey fox viewers your beloved clown president is doing his best to start ww3 have fun on the front lines,
Should have given them 24 hours,should have given them 24 hours,
Trump can't think his way out of a wet paper sack.  Epic Ebstein Fury is an American embarrassment.  Trump is as wishy washy as a highly used sponge.  Time to order some new knee pads from Newsome Faux.,trump cant think his way out of a wet paper sack  epic ebstein fury is an american embarrassment  trump is as wishy washy as a highly used sponge  time to order some new knee pads from newsome faux,
Welcome WW111 in 48 hours!!  American’s wake up! Trumps Illusional Power will cause USA 🇺🇸 a depression!!  Enjoy not having manicures!!,welcome ww111 in 48 hours!!  americans wake up! trumps illusional power will cause usa  a depression!!  enjoy not having manicures!!,
Taco trump. Deadline?  Really?  Taco trump.,taco trump deadline?  really?  taco trump,
"look what happens when cuba looses power !!  night night  iran, lights out.",look what happens when cuba looses power !!  night night  iran lights out,
Week 1: Iran is destroyed. Week 2: Iran is finished. Week 3 Iran is obliterated. Week 4: pretty please with sugar on top oh won't you open up the street of Hormuz for me.,week 1 iran is destroyed week 2 iran is finished week 3 iran is obliterated week 4 pretty please with sugar on top oh wont you open up the street of hormuz for me,
Anyone besides the US and allies supporting the war can pass. You pay in wuan now as China and Russia are picking up the market. Great job president trump. Real smart. America first right ?,anyone besides the us and allies supporting the war can pass you pay in wuan now as china and russia are picking up the market great job president trump real smart america first right ?,
Just hit them with a few nuclear weapons and they will become reasonable quickly.,just hit them with a few nuclear weapons and they will become reasonable quickly,
Pathetic Narcissistic Billionaires' friend all to protect the hedgemony of the elites,pathetic narcissistic billionaires friend all to protect the hedgemony of the elites,
3rd see zenith,3rd see zenith,
Meanwhile stock market has been obliterated.,meanwhile stock market has been obliterated,
Don't we condemn Russia for targeting civilian infrastructure like powerplants? How is this any different?,dont we condemn russia for targeting civilian infrastructure like powerplants? how is this any different?,
How many times Iran's gonna get obliterated??,how many times irans gonna get obliterated??,
Bahahaha,bahahaha,
"Theyve already put the price of fuel up and it's not even necessary yet. 
GREED!!!","theyve already put the price of fuel up and its not even necessary yet 
greed!!!",
"Well, america has no allies left. Well tacopedo chump has stuffed up big time with Iran, epstein and many other things, and everyone knows it.  Who voted this idiot into office?",well america has no allies left well tacopedo chump has stuffed up big time with iran epstein and many other things and everyone knows it  who voted this idiot into office?,
Epstein is furious!,epstein is furious!,
Where's the guys with the white coats? Get crazy out of there before he destroys the world.,wheres the guys with the white coats? get crazy out of there before he destroys the world,
Social media threats are considered diplomacy now. True idiocracy,social media threats are considered diplomacy now true idiocracy,
I am just so confused  Under Biden CNN was the joke News now under Trump:'s second term Fox became the Joke News.,i am just so confused  under biden cnn was the joke news now under trumps second term fox became the joke news,
Boo boo.,boo boo,
Just like the DUMOCRATS can't keep holding our Government HOSTAGE for their STUPID POLITICAL STUNTS,just like the dumocrats cant keep holding our government hostage for their stupid political stunts,
ISLAMIC EVIL 😈 REGIME PUT DOWN YOUR ARMS & SURRENDER...YOU LOST,islamic evil  regime put down your arms  surrenderyou lost,
Imagine a turd demanding to be flushed,imagine a turd demanding to be flushed,
"Now he doesn't need regime change ?
Iranian people interest?
Peace?

First US president forced to ease the sanction by a opponent country.","now he doesnt need regime change ?
iranian people interest?
peace?

first us president forced to ease the sanction by a opponent country",
F everyone at fox news,f everyone at fox news,
Ok next 72 hrs... America's leader such a joke send boots on the ground already to get it over with,ok next 72 hrs americas leader such a joke send boots on the ground already to get it over with,
"😂😂😂😂😂😂 22 days of bombing and they are still standing. What makes him think they’ll take him seriously? 

You don’t take an existential fight to people who glorify martyrdom, it was a stupid move for the USA to start this war.","22 days of bombing and they are still standing what makes him think theyll take him seriously? 

you dont take an existential fight to people who glorify martyrdom it was a stupid move for the usa to start this war",
One solution could be Trump could split Iran in two and cut them from access to the ocean. A new country called: Ameria. Push this regime back away from shipping roots. The world has moved away from religions controlling populations.,one solution could be trump could split iran in two and cut them from access to the ocean a new country called ameria push this regime back away from shipping roots the world has moved away from religions controlling populations,
TACO,taco,
Only warning,only warning,
Popcorn? Check!,popcorn? check!,
I think he is also trying to escalate this war in order to distract all attention away from the Epstein Files!!!,i think he is also trying to escalate this war in order to distract all attention away from the epstein files!!!,
Fox is GASLIGHTING their viewers. It's HILARIOUS how gullible people are.,fox is gaslighting their viewers its hilarious how gullible people are,
"😂😂😂😂, nobody cares what Christian terrorists and their president Orangutan says. The US are clowns now and can't fight anymore it's finished Bozo/Orangutan is begging Europeans to help",nobody cares what christian terrorists and their president orangutan says the us are clowns now and cant fight anymore its finished bozoorangutan is begging europeans to help,
"Hormuz It""s Not Trump Tower  New York",hormuz its not trump tower  new york,
Israel is fighting. America is begging 🤔,israel is fighting america is begging,
"Fck you America. America is a failed country , led by morons, elected by morons, cheerled by Fox morons. Praying for much suffering in America. You deserve it.",fck you america america is a failed country  led by morons elected by morons cheerled by fox morons praying for much suffering in america you deserve it,
Don't you know you must lick the boot of the baby Trump?,dont you know you must lick the boot of the baby trump?,
Get em trump!,get em trump!,
F trump liar,f trump liar,
"Today the nation lost a great man, and a highly decorated war hero, an old guard Republican that no longer exists.The  Obama family sent a wonderful tribute to his family. Nice.
Robert Mueller, who passed away on March 20, 2026, was a highly decorated Marine Corps officer during the Vietnam War. He earned the Bronze Star with ""V"" device for combat valor after rescuing a wounded Marine under heavy enemy fire during an ambush in December 1968.  
​His other major decorations include:
​Purple Heart: Awarded after he was shot in the thigh during an engagement in April 1969.  
​Two Navy Commendation Medals: Both with the Combat ""V"" for heroism.  
​South Vietnamese Gallantry Cross: Awarded by the Republic of Vietnam for his service.  

Fox will never say anything and what did  Trump say? Quote...
"" it is a good thing he died"".

The stupidest people on Earth voted for that perverted  imbecile in the White House. 
And he just keeps proving what a low-life moron  is.","today the nation lost a great man and a highly decorated war hero an old guard republican that no longer existsthe  obama family sent a wonderful tribute to his family nice
robert mueller who passed away on march 20 2026 was a highly decorated marine corps officer during the vietnam war he earned the bronze star with v device for combat valor after rescuing a wounded marine under heavy enemy fire during an ambush in december 1968  
his other major decorations include
purple heart awarded after he was shot in the thigh during an engagement in april 1969  
two navy commendation medals both with the combat v for heroism  
south vietnamese gallantry cross awarded by the republic of vietnam for his service  

fox will never say anything and what did  trump say? quote
 it is a good thing he died

the stupidest people on earth voted for that perverted  imbecile in the white house 
and he just keeps proving what a lowlife moron  is",
U cannot scare ppl who want to die.,u cannot scare ppl who want to die,
"Let me guess, ""Islamic terrorists""",let me guess islamic terrorists,
BAHAHAHAHAHAHAHAHAHAHA.......,bahahahahahahahahahaha,
"Bwahahaha, is every American so delusional?",bwahahaha is every american so delusional?,
USA USA,usa usa,
I'm sure demanding it will take care of it.,im sure demanding it will take care of it,
"""if we have learned anything, when President Trump sets a deadline, you better meet it"" - ""this ultimately about peace"" these hosts should be ashamed of themselves, what a bunch of spineless fools!",if we have learned anything when president trump sets a deadline you better meet it  this ultimately about peace these hosts should be ashamed of themselves what a bunch of spineless fools!,
"LOL, i doubt Iran can care less about your ""demand""",lol i doubt iran can care less about your demand,
He's going to totally obliterate them for a fifteenth time.,hes going to totally obliterate them for a fifteenth time,
24h😂😂😂,24h,
The Strait was just fine a few weeks ago.,the strait was just fine a few weeks ago,
Good,good,
"If you keep making similar threats again and again, just worded differently it starts to become a little meaningless.",if you keep making similar threats again and again just worded differently it starts to become a little meaningless,
"Well, that's not happening.",well thats not happening,
"Democrats will do and say anything to shield and protect the IRGC. Fear, loathing, and support for Islamic terrorists runs deep in the Dem party.",democrats will do and say anything to shield and protect the irgc fear loathing and support for islamic terrorists runs deep in the dem party,
Hope the epstien files come back soon!,hope the epstien files come back soon!,
The problem is the Epstein 📂,the problem is the epstein,
Bull,bull,
iran already know this. try... and they will make the region same,iran already know this try and they will make the region same,
THE LAE DEMANDS ALL TRUMP/EPSTIEN FILES TO BE RELEASED!!,the lae demands all trumpepstien files to be released!!,
Good luck with that Taco.😂 Barking dog with no bits.😂,good luck with that taco barking dog with no bits,
"Hahahahahaha, Iranians are not gonna agree with that! that is delusional, hahahahahahaha!",hahahahahaha iranians are not gonna agree with that! that is delusional hahahahahahaha!,
Fox ...what a great news channel NOT.  bwaaa ha ha they're all idiots,fox what a great news channel not  bwaaa ha ha theyre all idiots,
Putin stop!,putin stop!,
All bluff. America is a joke.,all bluff america is a joke,
Just like Generalisimo Bone Spurs said Mexico was going to pay for the wall😂😂😂,just like generalisimo bone spurs said mexico was going to pay for the wall,
Afraid to go for a ground invasion?,afraid to go for a ground invasion?,
thing is there was no nuclear weapons!! Iraq all over again!! This is all for no real reason .,thing is there was no nuclear weapons!! iraq all over again!! this is all for no real reason,
Trump has no sense of time. It has been 1 day since he stopped the war in Ukraine. Or has it been 1 year? Or never?,trump has no sense of time it has been 1 day since he stopped the war in ukraine or has it been 1 year? or never?,
Or what ? 😅,or what ?,
FOX News is as incompetent as as trump,fox news is as incompetent as as trump,
Who is trump to tell Iran what to do? I think trump thinks he’s prez of the world lol,who is trump to tell iran what to do? i think trump thinks hes prez of the world lol,
"Trump can go pound salt.... I'm so DONE Voting GoP that I'll hold my nose and Vote Democrat !  I never Voted for any of this !   MAGA ""Americans First"" so-called 'President of Peace' my rear..... bought and paid for flunkie for Jewish interests !",trump can go pound salt im so done voting gop that ill hold my nose and vote democrat !  i never voted for any of this !   maga americans first socalled president of peace my rear bought and paid for flunkie for jewish interests !,
what else can back fire?  This is going to end any chance of a short war...,what else can back fire?  this is going to end any chance of a short war,
"Do you think he's got alzheimers, he keeps repeating himself every five minutes?",do you think hes got alzheimers he keeps repeating himself every five minutes?,
Taco is talking to who? He killed everyone in Iran remember 😂😂😂😂,taco is talking to who? he killed everyone in iran remember,
Haha I can’t wait to see what doesn’t come out of this threat 😂😂😂 🌮,haha i cant wait to see what doesnt come out of this threat,
TACO😂😂,taco,
What a fool.,what a fool,
Iran knows Trump is a draft dodging Coward Puss,iran knows trump is a draft dodging coward puss,
"Dayum, this is more interesting than going to the movies 😂",dayum this is more interesting than going to the movies,
"Trump learns from Putin. But he really does not understand the situation he is in very much like Putin - this is Iran, land of fundamentalists.",trump learns from putin but he really does not understand the situation he is in very much like putin  this is iran land of fundamentalists,
"So… is the war over or not?
Didn’t Donald already declare victory?
You can’t claim “mission accomplished” while things are clearly escalating.
Iran is doing exactly what it always said it would do if attacked ….nothing about this is new. Everyone saw this coming.
This isn’t strategy. It’s predictable chaos.
So who actually benefits from this war?
Because it’s definitely not the americans","so is the war over or not?
didnt donald already declare victory?
you cant claim mission accomplished while things are clearly escalating
iran is doing exactly what it always said it would do if attacked nothing about this is new everyone saw this coming
this isnt strategy its predictable chaos
so who actually benefits from this war?
because its definitely not the americans",
Hahahaha!  What a flipping idiot! 😂😂😅 This guy is sooo stupid and then some!!,hahahaha!  what a flipping idiot!  this guy is sooo stupid and then some!!,
"👉 Hey Mojtaba, answer your frickin' pager.",hey mojtaba answer your frickin pager,
"Well, I dont know.
If I'm going 
to lose everything. Why will I really respond to threats ???","well i dont know
if im going 
to lose everything why will i really respond to threats ???",
Trumps war is going so bad he may have to release the Epstein files to distract people from talking about Iran.,trumps war is going so bad he may have to release the epstein files to distract people from talking about iran,
How could this possibly go wrong???,how could this possibly go wrong???,
I think Iran can propose to join his board of Peace or board of peas or whatever and maybe give him an award too. Little child,i think iran can propose to join his board of peace or board of peas or whatever and maybe give him an award too little child,
Useless Mad Guy,useless mad guy,
Fox news😂😂😂,fox news,
Operation AIPAC/Epstein-Fury is failing....,operation aipacepsteinfury is failing,
Cash appeasement was bigger than we thought,cash appeasement was bigger than we thought,
Trump demands 😂,trump demands,
STOP BOMBING IRAN!!,stop bombing iran!!,
"Meanwhile, Israel will hit em ahead. Then, retaliation on Gulf allies PP... Another blow to ramp up oil prices.",meanwhile israel will hit em ahead then retaliation on gulf allies pp another blow to ramp up oil prices,
when Trump says a deadline he means it… that is why he is known as TACO man,when trump says a deadline he means it that is why he is known as taco man,
Have we all forgotten we are dealing with Islamists? They won’t care.,have we all forgotten we are dealing with islamists? they wont care,
End Ukrain war in 24 hours,end ukrain war in 24 hours,
We attacked Iran and this mess -- which isn't gonna stop in 48 hours --  is all on DJT.,we attacked iran and this mess  which isnt gonna stop in 48 hours   is all on djt,
"Sure, if you return back their leader alive 😂😂😂😂",sure if you return back their leader alive,
trump is an idiot,trump is an idiot,
4484 48HRS EXACT?  SHOW US YOU MEAN WHAT YOU SAY. 4484,4484 48hrs exact?  show us you mean what you say 4484,
"With a few exceptions, Congress must be replaced in in 26 and 28. The Senate needs to go. Nothing but rot.",with a few exceptions congress must be replaced in in 26 and 28 the senate needs to go nothing but rot,
"😂😂😂,
This war is going to get worse, and oil prices are going to $150 soon, because of Trump😂.
  Taco time trump","this war is going to get worse and oil prices are going to 150 soon because of trump
  taco time trump",
"so sad ,,, trump is doing what he can  to gain more money from  this un edicated people who voted for him... so sad, and they dont even know it.",so sad  trump is doing what he can  to gain more money from  this un edicated people who voted for him so sad and they dont even know it,
Moron president demands from a country he's attacking while simultaneously giving them billions for oil. I can't even make this disgraceful situation up.,moron president demands from a country hes attacking while simultaneously giving them billions for oil i cant even make this disgraceful situation up,
Good God the arse kissing of this panel is nauseating,good god the arse kissing of this panel is nauseating,
what a disgusting 'people'. Journalism is dead..,what a disgusting people journalism is dead,
Reminds me of the saying Flog a dead donkey,reminds me of the saying flog a dead donkey,
I can't believe so many of you morons are still supporting Trump.,i cant believe so many of you morons are still supporting trump,
"why talk about it, just bomb it !  they dont care",why talk about it just bomb it !  they dont care,
How fked are you people,how fked are you people,
Y'all trippn gang,yall trippn gang,
TACO,taco,
"World economy or Snackbars, no comparison should be 48 minutes",world economy or snackbars no comparison should be 48 minutes,
Lights Out in Iran...🌼,lights out in iran,
"lmao, or what he is going to bomb them even more than he did yesterday and the day before,  lmao  they are playing the long game",lmao or what he is going to bomb them even more than he did yesterday and the day before  lmao  they are playing the long game,
I’m waiting to see those weapons he talked about put to good use. How they are able to fire a missile at this point without detection and an immediate devastating counterattack I’d mind boggling.,im waiting to see those weapons he talked about put to good use how they are able to fire a missile at this point without detection and an immediate devastating counterattack id mind boggling,
lol.....😅🤣😂,lol,
Hahaha Hahaha Hahaha Hahaha Hahaha.,hahaha hahaha hahaha hahaha hahaha,
You talk like every bully i knew,you talk like every bully i knew,
Big Misses indeed,big misses indeed,
*LET'S GOOOOOOOOOOOO*,lets goooooooooooo,
👉You know already IRGC 👈when Pres.Trump give warning his not joking his the Man with one word☝️☝️,you know already irgc when prestrump give warning his not joking his the man with one word,
Trump will just send ICE and Rubio his answer to everything,trump will just send ice and rubio his answer to everything,
"To all the dancing Iranian ladies when Israel started bombing, they don't give a crap about you",to all the dancing iranian ladies when israel started bombing they dont give a crap about you,
Hey maga this is the time to prove how big and bad y'all are. Go on the front line and fight with y'all maga bros and diss.,hey maga this is the time to prove how big and bad yall are go on the front line and fight with yall maga bros and diss,
Iran is not going to open the Straight.,iran is not going to open the straight,
"lol okay, or what!? More bombing?! Where did they pick these brainless morons!?",lol okay or what!? more bombing?! where did they pick these brainless morons!?,
"Yes!!!  it's about time! I am so over Iran, they are a nation of cowards... Push the red button...",yes!!!  its about time! i am so over iran they are a nation of cowards push the red button,
GOD BLESS USA & PRESIDENT TRUMP.,god bless usa  president trump,
Holy North Korean State-Media these people are huge Trump Glazers.,holy north korean statemedia these people are huge trump glazers,
Yo Fox News!! Did you agree with presidents comment about Mullers passing already? Shame on you for still supporting this monster!,yo fox news!! did you agree with presidents comment about mullers passing already? shame on you for still supporting this monster!,
"Russian and China are not going to allow it ....
Putin and xibping","russian and china are not going to allow it 
putin and xibping",
"""its ultimately about peace""  -  does he really believe what he is saying?",its ultimately about peace    does he really believe what he is saying?,
"Duuuh the damage is already done, do you really think the Iranians care what Trump says? Their top leaders are dead so there is no communication with them, how do you know they can even get access to Trump's tweets?  Once most power plants are eventually blown up, then there will be no oil coming out from the middle east. This is already a disaster that keeps getting worse. This is going to be a bad year for everyone.",duuuh the damage is already done do you really think the iranians care what trump says? their top leaders are dead so there is no communication with them how do you know they can even get access to trumps tweets?  once most power plants are eventually blown up then there will be no oil coming out from the middle east this is already a disaster that keeps getting worse this is going to be a bad year for everyone,
Another one of Trump's infamous deadlines. In 48 hours he'll have changed his mind more than once.,another one of trumps infamous deadlines in 48 hours hell have changed his mind more than once,
The strait is open shouldn't they hit the ships! 😂,the strait is open shouldnt they hit the ships!,
And Iran retaliate by destroying Gulf power plants . We will go in dark soon because this unfitt president . If we immigrant to your country you cant blame us . Its you own problem by starting a stupid war .,and iran retaliate by destroying gulf power plants  we will go in dark soon because this unfitt president  if we immigrant to your country you cant blame us  its you own problem by starting a stupid war,
Ohhh epsteen regime is so tough pushing buttons from far away. What happened to boots on the ground? They were tough guys on epsteen island.,ohhh epsteen regime is so tough pushing buttons from far away what happened to boots on the ground? they were tough guys on epsteen island,
If he doesn’t stop this madness he will regret it later,if he doesnt stop this madness he will regret it later,
just say no,just say no,
I look forward to seeing Trump impeached 🤗‼️,i look forward to seeing trump impeached,
Trump will say in 48 hours....it was a joke! He never meant it.,trump will say in 48 hoursit was a joke! he never meant it,
Trump can’t just declare bankruptcy and get himself out of this mess.   We may be ….,trump cant just declare bankruptcy and get himself out of this mess   we may be,
They will go in 24,they will go in 24,
48 hours movie Eddie Murphy jack,48 hours movie eddie murphy jack,
"Now how in the f*ck they going to do that. He can't even open it in 48 hours. What a idiot. Shouldn't have threatened all our friends and allies, and you would have some help stupid. Gave the world the middle finger and then cries for help. Do I smell Pu*sy. Total failure. That genius IQ must be on a shelf somewhere.",now how in the fck they going to do that he cant even open it in 48 hours what a idiot shouldnt have threatened all our friends and allies and you would have some help stupid gave the world the middle finger and then cries for help do i smell pusy total failure that genius iq must be on a shelf somewhere,
"Trump will show Epstein files completely if Iran opens the strait,that seems a fair deal.",trump will show epstein files completely if iran opens the straitthat seems a fair deal,
It's ALL About the Stock Market ☕️,its all about the stock market,
Nuke them,nuke them,
No power for the whole country. Surrender or else.,no power for the whole country surrender or else,
You can demand whatever you want.,you can demand whatever you want,
Well I'm sure that's going to work.....,well im sure thats going to work,
BS bS no body gets close to Hormuz  you are talking with,bs bs no body gets close to hormuz  you are talking with,
Quit playing with them and finish the job.,quit playing with them and finish the job,
These cyclical narratives that we’ve seen time and again over the decades still fool us. It’s all about money. The fuel companies have made their massive short term profits over this conflict.,these cyclical narratives that weve seen time and again over the decades still fool us its all about money the fuel companies have made their massive short term profits over this conflict,
Really? Why Ukraine is still fighting with Russia?! Didn’t Trump promised end the war by last Xmas ?,really? why ukraine is still fighting with russia?! didnt trump promised end the war by last xmas ?,
Aren't tankers already moving?  Just not to anyone currently bombing Iran.,arent tankers already moving?  just not to anyone currently bombing iran,
"Your neighbor walks over and tells you he doesn't like your face, beats you up, kills your wife and kids, and then demands you to hand over the car keys.
This is what is happening to Iran at the moment.","your neighbor walks over and tells you he doesnt like your face beats you up kills your wife and kids and then demands you to hand over the car keys
this is what is happening to iran at the moment",
The man is a twat.,the man is a twat,
"ANOTHER STUPID BLUFF, so US resorting to Russian tactics bombing civilian infrastructure, just proves how far the US moral authority has fallen. But you only have a low bar to get over look at the illegal bombing of Laos. TACO, TACO, TACO, do you think this is going to work, Iran will respond with kind against Qatar and Saudi.",another stupid bluff so us resorting to russian tactics bombing civilian infrastructure just proves how far the us moral authority has fallen but you only have a low bar to get over look at the illegal bombing of laos taco taco taco do you think this is going to work iran will respond with kind against qatar and saudi,
"""You better open the strait or you will get tariffed.""",you better open the strait or you will get tariffed,
"""When President Trump sets a deadline, you better meet it."" LOL",when president trump sets a deadline you better meet it lol,
This was an unprovoked war on behalf of another country and we're all paying for it. Iran won't reopen it this escalates just like Israel planned.,this was an unprovoked war on behalf of another country and were all paying for it iran wont reopen it this escalates just like israel planned,
Trump 👍,trump,
Iran keeps on giving the middle finger to the moron Trump 😂,iran keeps on giving the middle finger to the moron trump,
"This clown, nobody is afraid of you 
Taco Trump","this clown nobody is afraid of you 
taco trump",
"Hooray. We've decimated their military, but we can't secure the Strait. Now we're going to take another step up the escalation ladder. Genius. The president of the US doesn't have the power to engage the military in acts of war unilaterally. Silly fools, you're confusing this with the Russian constitution, Chapter 4, Article 87.",hooray weve decimated their military but we cant secure the strait now were going to take another step up the escalation ladder genius the president of the us doesnt have the power to engage the military in acts of war unilaterally silly fools youre confusing this with the russian constitution chapter 4 article 87,
Why 48 hours,why 48 hours,
"Think about what you're cheering on, this will impact civilians. This means food, you cannot keep food fresh without electricity. This means places like hospitals, innocent people that needs surgery. You've lost your minds.",think about what youre cheering on this will impact civilians this means food you cannot keep food fresh without electricity this means places like hospitals innocent people that needs surgery youve lost your minds,
Whats in the epstien files???,whats in the epstien files???,
Isn't terrorism by america?,isnt terrorism by america?,
Canada loves the president the best president ever,canada loves the president the best president ever,
"I thought Donald Trump said that he would be the ""Peace President ""?🤷🏿",i thought donald trump said that he would be the peace president ?,
"hit the power plant so im glad the people who we want to rise up wont get affected by this lol you know fun fact in the iraq vs iran war iraq used chemical weapons and the people still didnt give up, so not sure turning off the lights will help just saying  lol",hit the power plant so im glad the people who we want to rise up wont get affected by this lol you know fun fact in the iraq vs iran war iraq used chemical weapons and the people still didnt give up so not sure turning off the lights will help just saying  lol,
Trump is a jocker at the movement,trump is a jocker at the movement,
"When President Trump says 48hrs, you must act quickly because might attack in 24hrs time.",when president trump says 48hrs you must act quickly because might attack in 24hrs time,
Power plants? Isn't that civilian therefore a war crime?,power plants? isnt that civilian therefore a war crime?,
Trump needs to get after the Democrats to open the government DHS up,trump needs to get after the democrats to open the government dhs up,
"Donald  , i thought the war was over",donald   i thought the war was over,
Can’t we just nuke Irans oil fields,cant we just nuke irans oil fields,
Iran said “I spit on your demand “ 💦 😅,iran said i spit on your demand,
TRUMP + NETANYAHU = LOSERS,trump  netanyahu  losers,
Trump says Iran's military was obliterated.  And liberals think that means all of Iran was obliterated.   Look at some of the comments.  No wonder why they vote for democrats.  They don't understand English.,trump says irans military was obliterated  and liberals think that means all of iran was obliterated   look at some of the comments  no wonder why they vote for democrats  they dont understand english,
TACO,taco,
"german here, so going after civilian energy infrastructure isn´t a war crime now, interesting stuff....noted
are you going to blow up dams, too? what about nuclear plants like Bushehr? hospitals & schools are in focus from day 1; no probs there i suppose
_`MURICA_  (asking for a friend)
_tüdelü_","german here so going after civilian energy infrastructure isnt a war crime now interesting stuffnoted
are you going to blow up dams too? what about nuclear plants like bushehr? hospitals  schools are in focus from day 1 no probs there i suppose
_murica_  asking for a friend
_tüdelü_",
I'm on Americas side.,im on americas side,
"""When Trump sets a deadline, you better meet it"" 😂😂😂 in two weeks? 😂 What happened to all deadlines to Russia? Last I checked the war over there is still ongoing? What about all deadlines for trade deals, none of them are still finalized 😂😂",when trump sets a deadline you better meet it  in two weeks?  what happened to all deadlines to russia? last i checked the war over there is still ongoing? what about all deadlines for trade deals none of them are still finalized,
What happened to 2 weeks '  trump said we don't need  the   straight  '  what a clown  for a president  !,what happened to 2 weeks   trump said we dont need  the   straight    what a clown  for a president  !,
Go present trump ❤🎉,go present trump,
"😂😂😂""biggest one first""(just like a gangster 😅😅😅..
God-fatherTrump😅😅😅..

He might meet this one because Ukraine is still waiting for their war to end😅😅😅","biggest one firstjust like a gangster 
godfathertrump

he might meet this one because ukraine is still waiting for their war to end",
Iran said there is no oil for sale😂😂😂😂😂,iran said there is no oil for sale,
Should be 24 hours long enough,should be 24 hours long enough,
